type,locality,latitude,longitude,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,lift,gym,internet,ac,club,intercom,pool,cpa,fs,servant,security,sc,gp,park,rwh,stp,hk,pb,vp,activation_day,activation_month,activation_year,Total_amenities
2,Mangammanapalya,12.92080941,77.60000253,4,0,1,1,600,0.0,1.0,2,2.0,2.0,3.0,1,1,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26,9,2017,3
2,Marathahalli,12.95852935,77.70565502,2,1,1,3,1040,3.0,2.0,2,2.0,3.0,26.0,2,1,2.0,18000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31,7,2018,4
2,Roopena Agrahara,12.9120204,77.62348626,4,1,1,3,1000,0.0,2.0,2,2.0,2.0,4.0,2,1,0.0,20000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,20,11,2017,8
2,Kumaraswamy Layout,12.90472577,77.56288866,4,0,1,1,1100,20.0,2.0,3,2.0,0.0,1.0,2,2,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,2017,1
2,Whitefield,12.96420653,77.74918992,4,1,1,1,1000,10.0,2.0,1,2.0,0.0,2.0,2,2,0.0,13500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,2018,1
2,Kaggadasapura,12.96956087,77.67066751,2,0,1,3,1000,22.0,2.0,2,2.0,0.0,2.0,1,3,0.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,2017,0
2,Marathahalli,12.95188089,77.70023943,4,0,1,1,850,0.0,2.0,2,2.0,4.0,6.0,3,1,1.0,17000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,7,2018,3
2,Chikkalasandra,12.91545471,77.55013966,4,1,2,3,925,8.0,2.0,3,2.0,3.0,3.0,2,1,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,8,2017,3
2,Hoodi,12.9912313,77.7174196,4,1,1,3,1080,5.0,2.0,2,6.0,3.0,3.0,2,1,2.0,21000.0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,6,7,2018,16
2,Vijaya Nagar,12.96188481,77.53954185,2,0,1,1,900,5.0,1.0,1,1.0,2.0,2.0,1,3,1.0,14250.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,6,2018,3
3,Malleshpalya,12.97452703,77.67178569,2,1,1,1,880,10.0,2.0,2,3.0,3.0,3.0,1,3,1.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20,7,2017,3
2,Sivanchetti Gardens,12.98497893,77.61495352,2,1,1,3,1000,3.0,2.0,5,2.0,1.0,4.0,2,1,1.0,30000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,15,7,2018,4
3,"5th Phase, JP Nagar",12.90206135,77.58933242,2,0,1,3,1900,3.0,3.0,1,3.0,4.0,5.0,1,1,2.0,30000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,8,2018,4
2,Basaveshwara Nagar 3rd stage,12.98807435,77.53773274,2,1,2,1,1450,3.0,2.0,3,2.0,1.0,2.0,1,2,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,25,7,2018,4
2,Varthur,12.935376,77.744022,2,1,1,3,1285,0.0,2.0,2,2.0,7.0,12.0,2,1,3.0,22500.0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,10,12,2017,7
3,"Eastwood Township,Harlur",12.9020624,77.6640759,4,1,1,3,1749,0.0,3.0,1,3.0,8.0,11.0,3,1,2.0,38000.0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,21,12,2017,12
2,"Basavanagudi, Bengaluru, Karnataka, India",12.94790139,77.57945859,2,0,1,2,1200,5.0,2.0,2,4.0,2.0,2.0,1,3,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,10,2018,2
2,Rajaji Nagar,12.99241109,77.55861044,2,1,1,1,900,10.0,2.0,2,4.0,2.0,3.0,1,3,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,22,4,2018,4
1,HSR Layout,12.9070102,77.645298,4,1,2,1,500,0.0,1.0,2,1.0,0.0,5.0,2,1,0.0,32000.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7,8,2018,5
3,Basavanagudi,12.9486609,77.57910042,4,1,1,3,1750,15.0,2.0,1,10.0,4.0,4.0,2,1,3.0,30000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,28,8,2017,5
2,BTM Layout,12.9218852,77.60977644,4,1,1,1,750,5.0,1.0,1,1.0,0.0,3.0,1,3,1.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,31,8,2017,3
3,Indiranagar,12.9676892,77.6367864,2,1,1,3,1700,10.0,3.0,1,3.0,1.0,2.0,1,2,1.0,39000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2018,2
2,Basavanagudi,12.94236009,77.5735765,2,1,1,1,800,5.0,1.0,2,2.0,0.0,0.0,1,1,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2018,1
2,JP Nagar 6th Phase,12.9033621,77.5818893,2,0,1,3,1150,7.0,2.0,2,0.0,1.0,4.0,1,1,2.0,18000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,25,11,2017,5
2,Hosakerehalli,12.92579977,77.53904972,4,1,2,0,600,1.0,1.0,1,2.0,2.0,3.0,2,3,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,12,2017,2
2,J. P. Nagar,12.91158848,77.58526344,2,1,1,0,800,20.0,2.0,4,2.0,1.0,2.0,1,3,1.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,6,2018,3
2,Whitefield,12.96417436,77.75611223,4,1,1,3,1450,4.0,2.0,2,4.0,5.0,5.0,3,1,2.0,20000.0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,3,11,2018,13
2,"white midas apartment, ECC road. Pattandur Agrahara,Whitefield",12.9837761,77.7438099,4,1,2,3,1295,3.0,2.0,2,4.0,4.0,4.0,2,1,3.0,30000.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,28,5,2018,14
4,"Iblur Village,Agram",12.9245885,77.6527898,2,1,1,3,3016,10.0,4.0,7,3.0,6.0,9.0,3,1,1.0,45000.0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,2,4,2018,11
2,Banashankari 3rd Stage,12.94295482,77.54365977,4,1,2,3,1350,8.0,2.0,2,4.0,0.0,2.0,1,2,1.0,22000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,6,2018,3
1,BTM Layout,12.91249754,77.60615684,2,1,1,3,800,5.0,1.0,2,1.0,2.0,2.0,2,2,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,2018,1
1,Banashankari,12.93263041,77.58689426,2,1,1,1,500,2.0,1.0,3,2.0,0.0,1.0,1,3,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,2017,3
0,Marathahalli,12.95545223,77.70385981,4,0,1,1,300,3.0,1.0,2,2.0,2.0,3.0,2,2,1.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,31,7,2018,3
2,BTM Layout,12.92172866,77.61401478,2,0,1,1,1000,2.0,2.0,2,2.0,0.0,1.0,1,3,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,2017,1
3,Wilson Garden,12.94394016,77.59567261,2,0,1,3,1785,10.0,3.0,1,6.0,2.0,6.0,1,1,3.0,33000.0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,21,8,2017,11
2,Jayanagar,12.93094602,77.58220067,4,1,0,3,1800,60.0,1.0,8,0.0,1.0,1.0,1,3,0.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,2018,1
2,Basaveshwara Nagar,12.9842333,77.5377987,4,1,1,1,600,5.0,2.0,1,2.0,2.0,3.0,2,2,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2018,0
1,Koramangala,12.94103757,77.62121877,4,0,1,1,450,10.0,1.0,2,1.0,2.0,4.0,2,2,0.0,11500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,25,7,2018,4
2,Sorahunase,12.94934441,77.75588694,4,1,1,3,900,0.0,2.0,2,2.0,3.0,3.0,2,1,2.0,17000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,19,10,2017,8
1,Dasarhalli,12.9440741,77.55482254,4,1,0,1,500,15.0,2.0,2,0.0,2.0,2.0,1,3,1.0,9000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,24,6,2018,4
3,"1st Sector,HSR Layout",12.9092507,77.6634951,4,1,2,3,1255,6.0,3.0,2,0.0,16.0,19.0,2,1,1.0,37000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,12,2017,18
2,Vasanth Nagar,12.99195804,77.59396359,2,1,1,1,500,15.0,1.0,3,2.0,0.0,3.0,1,3,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2017,1
1,Chinnapanahalli,12.9659818,77.70284184,4,1,1,1,700,3.0,1.0,2,1.0,1.0,1.0,1,2,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,7,2018,1
1,Kadubeesanahalli,12.93915881,77.69752798,4,1,1,1,500,1.0,1.0,2,3.0,0.0,4.0,2,2,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7,2018,2
0,Koramangala,12.93784919,77.62609407,1,0,1,1,140,12.0,1.0,5,1.0,2.0,2.0,1,3,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,16,5,2018,4
1,BTM Layout,12.9208101,77.61351427,4,0,1,1,550,0.0,1.0,2,1.0,2.0,4.0,2,3,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,2017,1
3,"HSR Layout, Bengaluru, Karnataka, India",12.90119256,77.64803447,4,0,1,3,1404,5.0,2.0,1,3.0,3.0,5.0,2,1,2.0,26000.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,23,4,2018,8
3,"Sri Balaji Emerald, Bellandur, Bengaluru, Karnataka, India",12.9164612,77.6746001,4,1,1,3,1400,0.0,2.0,2,3.0,3.0,5.0,2,1,2.0,30000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,9,8,2017,6
2,Whitefield,12.9665443,77.7365213,4,0,1,3,1109,0.0,2.0,2,5.0,2.0,3.0,2,1,1.0,18000.0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,5,11,2018,10
2,Rajaji Nagar,12.98619516,77.55868545,2,1,1,3,1000,10.0,1.0,2,4.0,1.0,2.0,1,2,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,26,7,2018,4
1,Adugodi,12.93910257,77.61038922,4,1,1,1,500,5.0,1.0,2,1.0,0.0,1.0,1,3,0.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,3,2017,2
1,Cox town,12.9974692,77.6202418,2,1,0,1,650,10.0,1.0,2,0.0,0.0,1.0,1,2,0.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,2018,0
2,Bellandur,12.94649522,77.68253613,2,1,1,3,1000,3.0,2.0,2,2.0,1.0,4.0,3,1,0.0,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,3,3,2018,6
1,JP Nagar,12.90576899,77.58531183,2,0,1,1,600,10.0,1.0,1,1.0,1.0,2.0,1,3,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26,8,2017,3
2,Madiwala,12.9253975,77.6122002,4,1,1,1,550,3.0,1.0,3,1.0,1.0,2.0,1,2,1.0,14400.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,6,2018,2
2,"Kundalahalli, Brookefield, Bengaluru, Karnataka, India",12.952295,77.7147055,2,1,2,3,1300,1.0,2.0,3,2.0,2.0,5.0,2,1,3.0,29000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,10,8,2017,8
2,BTM 2nd Stage,12.91312527,77.62161618,4,0,1,3,1040,4.0,2.0,1,2.0,3.0,4.0,2,1,2.0,18000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,10,2018,3
1,Munnekollal,12.95495561,77.70549969,2,0,1,1,750,3.0,1.0,2,1.0,2.0,3.0,2,3,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2018,1
2,Padmanabhanagar,12.91814093,77.55544767,2,0,1,3,800,4.0,2.0,1,2.0,1.0,3.0,1,3,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,8,2017,3
2,Indira Nagar,12.96433274,77.64591421,2,1,1,3,1250,10.0,2.0,2,2.0,3.0,6.0,2,1,2.0,27500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7,5,2017,4
2,Whitefield Hope Farm Junction,12.96796703,77.73069763,2,1,1,3,1000,3.0,2.0,1,2.0,0.0,3.0,2,1,1.0,19000.0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,19,5,2018,9
2,RR Nagar,12.92730854,77.52733002,2,1,1,1,600,6.0,2.0,3,2.0,1.0,1.0,1,3,1.0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,12,2017,4
2,Koramanagala,12.92439918,77.63379341,4,1,1,1,700,15.0,1.0,1,3.0,1.0,1.0,1,3,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,24,11,2017,5
3,"Siddapura,Whitefield",12.9591412,77.7322519,4,1,1,3,1555,1.0,3.0,2,3.0,3.0,4.0,3,1,2.0,27000.0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,4,11,2018,9
2,Brookefield,12.963847,77.7276485,2,1,0,3,1000,10.0,2.0,2,0.0,1.0,2.0,3,2,2.0,25000.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,29,3,2018,7
1,Roopena Agrahara,12.91103329,77.62373442,4,1,1,1,600,0.0,1.0,2,1.0,4.0,5.0,2,3,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,12,7,2017,4
3,Mahadevapura,12.9926215,77.667208,2,1,1,3,1450,10.0,3.0,5,3.0,1.0,4.0,2,1,2.0,26500.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,6,2018,4
3,JP Nagar Phase 6,12.90182978,77.57496739,4,1,2,2,1800,12.0,3.0,4,7.0,5.0,11.0,1,1,3.0,40000.0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,21,7,2017,13
2,Rajaji Nagar,12.98426302,77.55381612,4,1,1,1,1200,15.0,2.0,1,2.0,1.0,2.0,1,3,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,4,2018,4
3,Sarjapur Road,12.9171352,77.6723331,4,0,1,3,2022,2.0,3.0,1,3.0,4.0,20.0,2,1,1.0,40000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,9,2017,18
3,Banashankari,12.9364421,77.55975266,2,1,1,3,1200,3.0,2.0,3,3.0,1.0,4.0,2,1,3.0,27000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,29,6,2018,5
2,Banashankari,12.93427783,77.53461296,2,1,1,3,700,10.0,2.0,2,2.0,1.0,2.0,1,2,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,3,2018,3
2,Munnekollal,12.9496402,77.71311504,4,1,1,1,800,7.0,1.0,2,2.0,0.0,3.0,1,3,0.0,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,3,2018,4
2,Chansandra,12.97859334,77.77005094,2,1,0,3,950,1.0,2.0,2,0.0,0.0,4.0,3,3,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,4,2017,3
2,"Madivala,",12.92693305,77.61539508,4,1,1,3,850,15.0,2.0,2,2.0,0.0,2.0,1,3,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2017,1
2,B Narayanapura,12.99195483,77.67940303,2,0,1,3,1185,5.0,2.0,2,2.0,2.0,5.0,2,1,3.0,18500.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,5,2018,5
1,BTM Layout,12.91257,77.60051154,4,1,1,0,500,2.0,2.0,4,1.0,3.0,3.0,3,3,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,2018,2
2,Hoodi,12.99560082,77.71219976,2,0,1,1,1200,3.0,2.0,2,2.0,2.0,4.0,1,3,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,2,2018,2
1,BTM 2nd Stage,12.9085302,77.61085016,4,0,1,1,400,3.0,1.0,2,1.0,2.0,4.0,2,2,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,6,2018,3
1,Mahadevapura,12.99071801,77.67536893,4,1,1,1,650,3.0,1.0,1,1.0,1.0,2.0,1,3,1.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,7,2017,3
2,Doddakannelli,12.9038469,77.6922118,2,0,0,1,800,3.0,2.0,2,0.0,2.0,2.0,3,3,2.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,2018,1
3,Whitefield,12.969717,77.73547819,2,0,1,3,1806,3.0,3.0,2,5.0,3.0,4.0,3,1,3.0,28000.0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,15,7,2018,14
2,HSR Layout 5th Sector,12.9265132,77.6361552,2,1,1,1,800,1.0,2.0,2,1.0,4.0,4.0,2,2,2.0,19000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7,4,2018,3
1,Bommanahalli,12.91095756,77.62418685,2,1,2,3,500,0.0,1.0,1,1.0,1.0,5.0,3,1,1.0,20000.0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,31,3,2018,15
2,JP Nagar,12.90346038,77.58910543,4,1,0,3,1000,15.0,2.0,2,0.0,0.0,0.0,1,2,0.0,12500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,3,2018,2
2,Kamaksipalya,12.99157263,77.52882109,2,0,1,1,750,10.0,2.0,2,2.0,0.0,2.0,2,3,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,2017,1
2,HSR Layout,12.9081357,77.647608,4,0,1,2,1000,5.0,2.0,7,2.0,0.0,3.0,1,3,1.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,14,10,2017,4
1,Banashankari,12.93738444,77.54940093,4,1,1,1,500,5.0,1.0,2,1.0,0.0,3.0,2,3,0.0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,11,3,2017,5
2,Madivala,12.9205902,77.6173675,4,1,1,1,650,5.0,1.0,4,2.0,3.0,4.0,1,3,1.0,11500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,2018,1
2,Banashankari 3rd Stage,12.9266282,77.5424447,4,1,1,3,1250,10.0,2.0,7,5.0,1.0,5.0,2,1,3.0,19750.0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,16,5,2018,16
1,Kaggadasapura,12.98052604,77.67539595,4,1,1,3,800,0.0,1.0,2,1.0,2.0,3.0,2,3,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,7,2018,3
1,Banashankari,12.91692262,77.57295986,4,1,0,1,450,4.0,1.0,4,0.0,1.0,3.0,2,3,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30,12,2017,3
0,"AECS Layout, Brookefield",12.96505576,77.71704108,1,0,2,3,900,0.0,1.0,1,1.0,6.0,6.0,3,1,0.0,10000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,7,2018,3
2,BTM 2nd Stage,12.91427421,77.60687794,2,1,1,1,1200,10.0,2.0,2,4.0,1.0,1.0,1,3,1.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2018,1
2,Bellandur,12.94469929,77.67853546,4,1,1,1,1180,0.0,2.0,3,2.0,3.0,4.0,3,1,2.0,27000.0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,11,3,2017,10
2,Kumaraswamy Layout,12.90945299,77.56660037,4,0,1,1,900,3.0,1.0,2,4.0,2.0,3.0,2,3,1.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,2,2018,3
2,Nagarbhavi,12.96376511,77.50549356,2,1,1,3,1200,3.0,2.0,2,2.0,4.0,4.0,2,1,2.0,15000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,4,2018,3
3,Kadugodi,12.9847718,77.7637595,4,1,1,3,1385,2.0,2.0,2,3.0,3.0,4.0,3,1,2.0,20000.0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,28,5,2018,10
1,Munnekollal,12.94443646,77.7073839,4,0,1,3,500,1.0,1.0,5,1.0,3.0,3.0,2,3,1.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27,12,2017,3
1,"Stage 1, Vijaya Nagar",12.9717519,77.5442109,4,0,0,1,400,20.0,1.0,1,0.0,0.0,1.0,1,2,0.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,2017,0
2,Deepanjali Nagar,12.9481503,77.53431439,4,1,1,1,1200,2.0,2.0,1,2.0,2.0,2.0,2,3,1.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2018,1
2,Doddanekkundi,12.9788913,77.68500602,4,0,1,3,600,5.0,2.0,3,2.0,2.0,4.0,2,3,2.0,15000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11,2017,1
2,Indiranagar,12.9817501,77.63664377,4,1,1,3,1100,10.0,2.0,2,2.0,2.0,4.0,2,1,3.0,30000.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,2018,5
1,Munnekollal,12.94984248,77.7095617,4,0,1,2,550,1.0,1.0,1,1.0,2.0,2.0,2,2,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,11,2018,4
2,"Adarsh Palm Retreat,Bellandur",12.9155004,77.6909469,2,1,1,3,1365,1.0,2.0,2,3.0,2.0,5.0,3,1,2.0,27000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,29,6,2018,15
2,Malleshwaram,12.99986534,77.57289534,2,1,1,1,800,6.0,2.0,4,2.0,2.0,3.0,2,3,0.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21,12,2017,3
3,"Devasthanagalu,Varthur",12.9393087,77.7365409,2,0,1,3,1555,0.0,3.0,2,3.0,2.0,8.0,3,1,2.0,20000.0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,24,6,2018,13
3,"Sector 7, HSR Layout",12.91146318,77.63336921,2,1,1,1,1200,10.0,3.0,1,3.0,1.0,2.0,1,3,3.0,38000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,2018,1
1,Kaggadasapura,12.98189359,77.67646856,4,0,1,1,300,3.0,1.0,2,1.0,2.0,2.0,1,3,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2017,1
2,BTM Layout II Stage,12.90491441,77.60826411,4,1,1,2,800,5.0,2.0,2,2.0,2.0,4.0,3,1,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2018,1
1,Mangammanapalya,12.90660425,77.63345003,2,0,1,1,600,1.0,1.0,3,1.0,2.0,4.0,2,1,1.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2018,2
1,Indiranagar,12.97802033,77.64616964,4,1,2,1,1000,5.0,1.0,2,4.0,2.0,2.0,2,2,1.0,27500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,2018,0
2,Chickpet,12.9718191,77.58049808,4,0,1,1,700,15.0,1.0,2,1.0,0.0,1.0,1,3,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20,11,2017,3
3,Koramangala,12.9462606,77.6218629,2,0,1,1,1600,15.0,2.0,2,3.0,5.0,7.0,2,1,2.0,35000.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,24,9,2017,4
2,JP Nagar,12.90377581,77.59927069,2,1,1,0,1100,15.0,2.0,1,2.0,5.0,6.0,2,1,1.0,17000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,11,2,2017,11
1,Jaya Nagar East,12.93974367,77.58491185,1,0,1,1,382,6.0,1.0,1,1.0,1.0,4.0,1,2,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,5,2018,3
2,Vijayanagar,12.96667208,77.53041288,2,1,1,3,800,10.0,2.0,2,0.0,2.0,3.0,2,3,2.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,11,2017,2
1,"Udaya Nagar, Bengaluru, Karnataka, India",12.9895283,77.674184,2,0,0,0,600,7.0,1.0,3,0.0,0.0,1.0,2,3,1.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,2017,0
3,JP Nagar,12.90272601,77.58378362,4,1,1,3,1150,5.0,2.0,2,2.0,1.0,3.0,1,1,3.0,17000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,29,9,2017,4
