type,locality,latitude,longitude,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,lift,gym,internet,ac,club,intercom,pool,cpa,fs,servant,security,sc,gp,park,rwh,stp,hk,pb,vp,activation_day,activation_month,activation_year,Total_amenities
BHK3,Banashankari,12.939708,77.5410949,ANYONE,1,SEMI_FURNISHED,BOTH,1600,25.0,2.0,N,4.0,0.0,1.0,CORPORATION,IF,1.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,4,2018,4
BHK2,Jayanagar,12.9227945,77.58382746,ANYONE,1,SEMI_FURNISHED,BOTH,1400,10.0,2.0,E,2.0,0.0,3.0,CORP_BORE,IF,0.0,25000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,10,2017,3
BHK3,Sarjapur Road Post Railway Crossing,12.90436459,77.70708466,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1700,0.0,2.0,E,2.0,1.0,6.0,CORPORATION,AP,2.0,30000.0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,23,2,2018,14
BHK2,Chikkalasandra,12.91711417,77.54684055,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,850,1.0,1.0,E,2.0,2.0,2.0,CORP_BORE,IF,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20,8,2017,3
BHK3,Whitefield,12.96177601,77.74258567,ANYONE,1,SEMI_FURNISHED,BOTH,1555,3.0,3.0,W,2.0,2.0,4.0,BOREWELL,AP,3.0,25000.0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,29,5,2018,9
BHK2,Hoodi,12.99025471,77.71457045,FAMILY,0,SEMI_FURNISHED,BOTH,1290,12.0,2.0,S,2.0,3.0,4.0,CORPORATION,AP,1.0,23000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,3,12,2018,15
BHK2,Koramangala,12.93966223,77.62392275,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1143,7.0,1.0,NE,2.0,1.0,2.0,CORPORATION,IF,1.0,28000.0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,29,1,2018,5
BHK2,Bellandur,12.9268961,77.6957016,ANYONE,1,SEMI_FURNISHED,BOTH,1250,2.0,2.0,E,5.0,0.0,5.0,BOREWELL,AP,1.0,24000.0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,25,3,2018,11
BHK2,Vijaya Nagar,12.95831657,77.5350023,FAMILY,1,SEMI_FURNISHED,BOTH,1000,10.0,1.0,W,1.0,0.0,1.0,CORPORATION,IH,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,2018,1
BHK3,Frazer Town,12.99655867,77.61318313,ANYONE,1,SEMI_FURNISHED,BOTH,1600,2.0,2.0,S,2.0,2.0,4.0,CORP_BORE,IF,2.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,11,2017,2
BHK1,Mahadevapura,12.99110769,77.67468486,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,1.0,1.0,N,1.0,3.0,3.0,CORPORATION,IF,2.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,2018,1
BHK2,"B Narayanapura,Mahadevapura",12.9928622,77.683273,FAMILY,1,FULLY_FURNISHED,BOTH,1120,3.0,2.0,E,0.0,4.0,5.0,CORPORATION,AP,2.0,25000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,25,10,2017,5
BHK2,Whitefield Hope Farm Junction,12.97663975,77.75491333,FAMILY,0,SEMI_FURNISHED,BOTH,1150,3.0,2.0,N,3.0,3.0,4.0,CORP_BORE,AP,1.0,20000.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,7,2018,6
BHK1,Murgesh Pallya,12.95703204,77.6616088,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,800,5.0,1.0,N,1.0,2.0,3.0,CORP_BORE,AP,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,11,2018,2
BHK2,Varthur,12.93906673,77.73851399,FAMILY,1,SEMI_FURNISHED,BOTH,1082,1.0,2.0,E,3.0,2.0,5.0,BOREWELL,AP,3.0,18000.0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,6,8,2018,12
BHK1,BTM Layout,12.91970026,77.61294907,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,400,3.0,1.0,E,1.0,2.0,4.0,CORP_BORE,IF,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27,6,2018,3
BHK3,Munnekollal,12.94856582,77.71333899,ANYONE,1,SEMI_FURNISHED,BOTH,1000,6.0,2.0,E,2.0,0.0,0.0,CORP_BORE,IH,0.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2017,1
BHK3,Basavanagudi,12.93495929,77.56373526,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1100,10.0,1.0,E,2.0,1.0,2.0,CORPORATION,IF,1.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,2017,1
BHK1,Kundalahalli,12.97075257,77.71243506,ANYONE,1,SEMI_FURNISHED,NONE,300,5.0,1.0,E,1.0,4.0,5.0,CORP_BORE,AP,0.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,2,2017,2
BHK1,Cox Town,12.99383895,77.62036089,ANYONE,1,SEMI_FURNISHED,BOTH,750,5.0,1.0,E,1.0,1.0,2.0,CORPORATION,IH,1.0,9500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,23,7,2018,4
RK1,Jayanagar,12.92035628,77.58601895,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,250,5.0,1.0,E,2.0,1.0,1.0,CORP_BORE,IF,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,2018,2
BHK2,Bommanahalli,12.90981373,77.62422051,ANYONE,1,SEMI_FURNISHED,BOTH,1030,7.0,2.0,N,2.0,2.0,4.0,BOREWELL,AP,1.0,17000.0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,5,1,2018,5
BHK2,Rajaji Nagar,12.99531134,77.56023596,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,500,3.0,1.0,N,2.0,1.0,3.0,CORP_BORE,AP,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2017,1
BHK3,Bellandur,12.9292179,77.66865377,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1710,10.0,3.0,SE,6.0,3.0,9.0,CORP_BORE,AP,3.0,33000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,18,3,2018,15
BHK1,"Sector 6, HSR Layout",12.9053369,77.64077885,ANYONE,1,SEMI_FURNISHED,BOTH,500,1.0,1.0,E,1.0,2.0,2.0,BOREWELL,IF,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,11,2017,2
BHK3,"NGR Layout,Bommanahalli",12.9097353,77.6244941,ANYONE,1,SEMI_FURNISHED,BOTH,1675,2.0,3.0,E,3.0,1.0,4.0,BOREWELL,AP,3.0,28000.0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,26,4,2018,11
BHK2,AECS Layout,12.96611195,77.7166408,ANYONE,1,FULLY_FURNISHED,BOTH,1500,18.0,3.0,N,2.0,1.0,2.0,CORPORATION,IH,0.0,28000.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,12,2,2017,8
BHK3,Rajaji Nagar,12.98487666,77.54598051,ANYONE,1,SEMI_FURNISHED,BOTH,1200,5.0,3.0,E,3.0,2.0,2.0,CORP_BORE,IF,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,2018,2
BHK2,Kadugodi,12.99308,77.7483696,ANYONE,0,NOT_FURNISHED,BOTH,1200,10.0,1.0,W,0.0,0.0,2.0,CORP_BORE,IF,0.0,13000.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,2017,3
BHK3,Whitefield Hope Farm Junction,12.97108269,77.75162506,FAMILY,0,SEMI_FURNISHED,BOTH,1730,0.0,2.0,W,6.0,3.0,4.0,CORP_BORE,AP,4.0,26000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,24,5,2018,15
BHK1,Murgesh Pallya,12.9541374,77.65230374,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,700,10.0,1.0,E,0.0,0.0,2.0,CORPORATION,IF,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2017,1
BHK3,Rupena Agrahara,12.91501444,77.62288852,ANYONE,1,SEMI_FURNISHED,BOTH,1900,15.0,3.0,E,6.0,4.0,7.0,CORPORATION,AP,3.0,30000.0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,4,9,2018,14
BHK3,Kasavanahalli,12.9015719,77.6751764,ANYONE,1,SEMI_FURNISHED,BOTH,1038,3.0,2.0,W,2.0,9.0,11.0,BOREWELL,AP,1.0,25000.0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,2,2,2018,9
BHK2,Gandhipuram,12.96995774,77.75361765,ANYONE,1,SEMI_FURNISHED,BOTH,800,15.0,2.0,N,1.0,1.0,1.0,CORPORATION,AP,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12,11,2017,4
BHK2,Whitefield,12.9646908,77.75490245,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,800,0.0,1.0,N,1.0,0.0,3.0,CORP_BORE,IH,1.0,12000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,7,2018,1
BHK2,Padmanabhanagar,12.91948765,77.5593466,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,700,3.0,1.0,E,2.0,1.0,3.0,CORPORATION,AP,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,7,2018,3
BHK2,Mahadevapura,12.99761088,77.689004,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,4.0,2.0,E,2.0,0.0,3.0,CORPORATION,AP,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,7,2017,3
BHK2,Victoria Layout,12.96423355,77.61418977,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,820,25.0,2.0,E,2.0,3.0,4.0,CORP_BORE,AP,2.0,26000.0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,24,3,2018,10
BHK2,Suddagunte Palya,12.93067767,77.61055104,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,800,0.0,1.0,N,1.0,1.0,2.0,CORP_BORE,IF,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,2017,1
RK1,C V Raman Nagar,12.97853839,77.66589293,ANYONE,0,SEMI_FURNISHED,BOTH,250,0.0,1.0,W,1.0,3.0,4.0,BOREWELL,IF,1.0,13000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2018,1
BHK2,"Nallurhalli,Whitefield",12.97268768,77.73395773,ANYONE,1,FULLY_FURNISHED,BOTH,1200,1.0,2.0,N,0.0,1.0,4.0,CORPORATION,AP,1.0,24500.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,27,9,2017,14
BHK2,Hoodi,12.98712623,77.71051466,FAMILY,1,SEMI_FURNISHED,BOTH,1365,10.0,2.0,E,4.0,1.0,10.0,CORPORATION,AP,2.0,27000.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,1,2018,17
BHK2,ITPL,12.98810768,77.7159729,ANYONE,1,SEMI_FURNISHED,BOTH,1200,1.0,2.0,N,2.0,2.0,4.0,BOREWELL,AP,2.0,19000.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,21,1,2018,6
BHK3,"Brigade Harmony, 250, Whitefield Rd, Prestige Ozone, Whitefield, Bengaluru, Karnataka 560066, India",12.9578874,77.7463125,FAMILY,1,SEMI_FURNISHED,BOTH,1870,5.0,3.0,E,3.0,6.0,10.0,CORP_BORE,AP,2.0,29000.0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,7,1,2018,9
BHK2,Mahadevapura,12.99302599,77.67506045,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,670,7.0,1.0,W,0.0,0.0,4.0,CORPORATION,IF,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2018,2
BHK2,Bellandur,12.92889831,77.6762011,ANYONE,1,FULLY_FURNISHED,TWO_WHEELER,1000,5.0,2.0,E,2.0,1.0,1.0,CORP_BORE,IF,1.0,25000.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,18,8,2017,4
BHK3,HSR Layout,12.90706958,77.63292484,FAMILY,1,SEMI_FURNISHED,NONE,1100,10.0,2.0,S,2.0,0.0,2.0,CORP_BORE,IF,0.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,2018,1
BHK2,Doddanekkundi,12.96617,77.70298077,ANYONE,1,SEMI_FURNISHED,BOTH,1200,10.0,2.0,E,2.0,0.0,2.0,BOREWELL,IF,0.0,17000.0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,29,6,2018,5
BHK2,Vijaya Nagar,12.97552566,77.53129767,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1200,10.0,1.0,W,2.0,0.0,0.0,CORPORATION,IH,0.0,12000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,7,2018,1
RK1,Frazer Town,12.99171467,77.61528523,ANYONE,0,FULLY_FURNISHED,BOTH,300,20.0,1.0,W,1.0,1.0,2.0,CORPORATION,IF,1.0,18000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19,4,2018,4
BHK2,"Munnireddy Layout,Panathur",12.9362,77.7055753,ANYONE,1,SEMI_FURNISHED,BOTH,1590,1.0,2.0,E,6.0,3.0,3.0,BOREWELL,AP,3.0,26000.0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,16,1,2018,11
BHK1,Harlur,12.90782297,77.66399439,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,450,0.0,1.0,N,1.0,1.0,5.0,BOREWELL,AP,1.0,12000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,29,4,2018,5
BHK1,Murugesh Pallya,12.96280001,77.65670649,ANYONE,0,NOT_FURNISHED,TWO_WHEELER,320,5.0,1.0,N,0.0,1.0,1.0,CORPORATION,IH,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,2018,1
BHK2,Koramangala,12.93532286,77.61958669,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,16.0,1.0,S,2.0,0.0,4.0,CORPORATION,IF,0.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,2018,1
BHK2,Kadugodi,12.98478748,77.76399017,FAMILY,1,SEMI_FURNISHED,BOTH,1180,1.0,2.0,E,2.0,2.0,5.0,BOREWELL,AP,1.0,20000.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,14,7,2018,6
BHK2,"2nd Phase, JP Nagar",12.91653981,77.5924711,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,6.0,1.0,N,2.0,1.0,3.0,CORP_BORE,AP,1.0,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,11,2017,1
BHK3,Uttarahalli Hobli,12.90856265,77.53432926,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1100,4.0,3.0,E,3.0,2.0,3.0,CORP_BORE,IF,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,2,2018,3
BHK2,BTM Layout 1,12.91873959,77.60429015,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,950,7.0,2.0,W,2.0,1.0,2.0,CORPORATION,IF,2.0,24000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,4,2018,1
BHK2,"Adarsh Palm Retreat,Bellandur",12.928852,77.694865,ANYONE,0,SEMI_FURNISHED,BOTH,1255,0.0,2.0,W,4.0,1.0,7.0,CORPORATION,AP,2.0,25000.0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,21,12,2017,15
BHK2,"Marathahalli, Bengaluru, Karnataka, India",12.96098145,77.70532448,ANYONE,1,SEMI_FURNISHED,BOTH,1040,5.0,2.0,E,0.0,1.0,4.0,CORPORATION,AP,1.0,18000.0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,7,6,2017,7
BHK2,Whitefield,12.9797662,77.7660778,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,1227,1.0,2.0,E,0.0,1.0,4.0,BOREWELL,AP,3.0,18000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,7,12,2018,15
BHK2,Banashankari 3rd Stage,12.92747199,77.55609737,FAMILY,1,SEMI_FURNISHED,BOTH,950,10.0,3.0,E,2.0,0.0,1.0,CORP_BORE,IF,0.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,2018,2
BHK2,Jayanagar,12.94020914,77.5938834,ANYONE,0,NOT_FURNISHED,FOUR_WHEELER,600,3.0,2.0,W,0.0,0.0,4.0,BOREWELL,AP,0.0,12000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,10,2017,2
BHK2,Murgesh Pallya,12.95762158,77.65836259,ANYONE,1,SEMI_FURNISHED,NONE,1200,7.0,2.0,E,2.0,0.0,2.0,CORPORATION,IF,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,2017,1
BHK2,Marathahalli,12.94849139,77.70491782,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,750,5.0,1.0,E,2.0,1.0,3.0,CORPORATION,IF,1.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,7,2017,2
BHK3,Whitefield,12.9836188,77.745074,ANYONE,1,SEMI_FURNISHED,BOTH,1456,6.0,2.0,W,6.0,3.0,3.0,CORP_BORE,AP,2.0,25000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,5,4,2018,14
BHK3,Doddakannelli,12.906489,77.6910414,ANYONE,1,SEMI_FURNISHED,BOTH,1400,0.0,2.0,N,3.0,1.0,4.0,BOREWELL,AP,1.0,27000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,5,2018,15
BHK3,Bommanahalli,12.90155905,77.63130146,FAMILY,1,SEMI_FURNISHED,BOTH,1890,0.0,3.0,N,2.0,7.0,25.0,CORP_BORE,AP,2.0,40000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,3,4,2018,11
BHK4,Koramangala,12.93388531,77.62403991,ANYONE,1,SEMI_FURNISHED,BOTH,2000,8.0,4.0,N,4.0,1.0,2.0,CORPORATION,IF,2.0,50000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21,11,2017,3
BHK1,Jeevan Bima Nagar,12.96027157,77.65697619,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,490,18.0,1.0,E,0.0,2.0,2.0,CORPORATION,IF,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,2018,1
BHK3,RR Nagar,12.91695861,77.50824517,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1400,2.0,2.0,E,3.0,0.0,1.0,CORP_BORE,IH,0.0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2018,0
BHK1,Hoodi,12.99840267,77.72025804,FAMILY,1,SEMI_FURNISHED,BOTH,600,0.0,1.0,N,1.0,2.0,2.0,CORP_BORE,IF,0.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,4,2018,3
BHK3,Whitefield,12.98525245,77.74363438,ANYONE,1,SEMI_FURNISHED,BOTH,2100,5.0,3.0,NW,3.0,0.0,1.0,CORP_BORE,IH,0.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,18,11,2017,5
BHK1,Banashankari 3rd Stage,12.92296554,77.55342795,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,400,0.0,1.0,E,1.0,3.0,3.0,CORP_BORE,IF,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2017,1
BHK3,Basaveshwar Nagar,12.9886182,77.5382864,FAMILY,1,SEMI_FURNISHED,BOTH,2000,20.0,2.0,E,3.0,0.0,0.0,CORP_BORE,IH,0.0,25000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,7,2017,1
BHK3,Kadubeesanahalli,12.93622195,77.69967705,ANYONE,1,SEMI_FURNISHED,BOTH,1200,5.0,3.0,NE,3.0,0.0,2.0,BOREWELL,IH,1.0,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,20,7,2018,3
BHK3,"Basaveshwar Nagar, BEML Layout",12.99102176,77.53553101,FAMILY,1,SEMI_FURNISHED,BOTH,1400,8.0,3.0,E,3.0,0.0,2.0,CORPORATION,IF,2.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,11,2018,3
BHK1,BTM Layout,12.92387994,77.60859265,ANYONE,0,FULLY_FURNISHED,TWO_WHEELER,400,5.0,1.0,N,2.0,1.0,2.0,CORP_BORE,AP,1.0,13500.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,14,1,2018,5
BHK3,HSR Layout,12.90092237,77.65291175,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,2000,6.0,3.0,E,4.0,6.0,11.0,CORP_BORE,AP,2.0,30000.0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5,2,2018,16
BHK1,Munnekollal,12.94710251,77.71601388,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,650,2.0,1.0,E,1.0,0.0,3.0,BOREWELL,IF,0.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2017,1
BHK2,Koramangala 4th Block,12.9372178,77.6320843,ANYONE,1,FULLY_FURNISHED,BOTH,1200,10.0,2.0,E,3.0,3.0,3.0,CORP_BORE,AP,1.0,26000.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,27,1,2018,9
BHK2,GM Palya,12.97905634,77.66706226,ANYONE,1,SEMI_FURNISHED,BOTH,1050,10.0,2.0,E,4.0,1.0,4.0,CORP_BORE,AP,2.0,15500.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,12,2018,6
BHK2,Varthur,12.94301016,77.74654573,ANYONE,0,SEMI_FURNISHED,BOTH,550,0.0,2.0,N,2.0,2.0,6.0,CORP_BORE,AP,1.0,9000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,10,6,2017,8
BHK2,HSR Layout,12.92018134,77.64567822,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,1.0,2.0,N,2.0,2.0,3.0,CORPORATION,IF,1.0,24000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,2017,1
BHK3,"Roopena Agrahara, Bommanahalli",12.91201934,77.6233175,ANYONE,1,SEMI_FURNISHED,BOTH,2200,5.0,3.0,N,0.0,4.0,5.0,CORP_BORE,AP,2.0,27000.0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,22,7,2018,12
BHK2,Whitefield,12.95561055,77.72243775,ANYONE,1,NOT_FURNISHED,BOTH,1200,400.0,1.0,E,0.0,0.0,2.0,BOREWELL,IF,0.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,2018,0
BHK2,BTM Layout,12.91837611,77.60210913,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,5.0,2.0,N,2.0,0.0,2.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,18,6,2018,4
BHK2,Koramangala,12.93702861,77.62691053,FAMILY,1,SEMI_FURNISHED,BOTH,1200,3.0,1.0,N,3.0,2.0,2.0,CORPORATION,IF,2.0,17500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2017,1
BHK2,Defence Scientist,12.9804096,77.6801837,ANYONE,1,SEMI_FURNISHED,BOTH,990,14.0,2.0,N,2.0,2.0,4.0,CORP_BORE,AP,2.0,20000.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,29,4,2018,9
BHK2,BTM Layout 2nd Stage,12.90914135,77.61210205,ANYONE,0,SEMI_FURNISHED,NONE,600,10.0,1.0,E,1.0,1.0,2.0,CORP_BORE,IF,0.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,11,2017,2
BHK2,Whitefield,12.9824412,77.7470995,FAMILY,0,FULLY_FURNISHED,BOTH,1366,9.0,2.0,E,2.0,3.0,3.0,BOREWELL,AP,1.0,23000.0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,4,6,2018,12
BHK3,JP Nagar,12.91277101,77.59035591,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,2.0,E,3.0,1.0,2.0,CORPORATION,IF,0.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,2017,1
BHK3,Kundalahalli,12.9676483,77.71891796,BACHELOR,1,SEMI_FURNISHED,BOTH,1300,8.0,2.0,N,4.0,3.0,4.0,CORP_BORE,AP,2.0,24000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,26,3,2018,4
BHK2,RR Nagar,12.91784689,77.51914809,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,750,6.0,2.0,E,0.0,1.0,1.0,CORPORATION,IF,0.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,9,2017,2
BHK2,Azad Nagar,12.95533636,77.55616587,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,850,4.0,1.0,S,2.0,2.0,3.0,CORPORATION,IF,0.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,27,2,2018,2
